"ID" "block" "cond" "N" "accuracy" "sd" "se" "ci"
"755" 51 5 "nrep" 15 1 0 0 0
"756" 51 6 "nrep" 15 1 0 0 0
"757" 51 7 "nrep" 15 1 0 0 0
"758" 51 8 "nrep" 15 1 0 0 0
"759" 51 9 "nrep" 15 1 0 0 0
"760" 51 10 "nrep" 15 1 0 0 0
"761" 51 11 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"762" 51 12 "nrep" 15 1 0 0 0
"763" 51 13 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"764" 51 14 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"765" 51 15 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"766" 52 1 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353
"767" 52 2 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"768" 52 3 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"769" 52 4 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"770" 52 5 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"771" 52 6 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"772" 52 7 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"773" 52 8 "nrep" 15 1 0 0 0
"774" 52 9 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"775" 52 10 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"776" 52 11 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"777" 52 12 "nrep" 15 1 0 0 0
"778" 52 13 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"779" 52 14 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"780" 52 15 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"781" 53 1 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"782" 53 2 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"783" 53 3 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"784" 53 4 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"785" 53 5 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"786" 53 6 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"787" 53 7 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"788" 53 8 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353
"789" 53 9 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"790" 53 10 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"791" 53 11 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"792" 53 12 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"793" 53 13 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"794" 53 14 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"795" 53 15 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"796" 54 1 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"797" 54 2 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"798" 54 3 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"799" 54 4 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"800" 54 5 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"801" 54 6 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"802" 54 7 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"803" 54 8 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"804" 54 9 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"805" 54 10 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"806" 54 11 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"807" 54 12 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"808" 54 13 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"809" 54 14 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"810" 54 15 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"811" 55 1 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"812" 55 2 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"813" 55 3 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"814" 55 4 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353
"815" 55 5 "nrep" 15 0.266666666666667 0.457737708217063 0.118187368057056 0.253486693688815
"816" 55 6 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"817" 55 7 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"818" 55 8 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353
"819" 55 9 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"820" 55 10 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"821" 55 11 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"822" 55 12 "nrep" 15 0.266666666666667 0.457737708217063 0.118187368057056 0.253486693688815
"823" 55 13 "nrep" 15 0.133333333333333 0.351865775274498 0.0908513525158996 0.194856771455429
"824" 55 14 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"825" 55 15 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"826" 56 1 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"827" 56 2 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"828" 56 3 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"829" 56 4 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"830" 56 5 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"831" 56 6 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"832" 56 7 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"833" 56 8 "nrep" 15 1 0 0 0
"834" 56 9 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"835" 56 10 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"836" 56 11 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"837" 56 12 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"838" 56 13 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"839" 56 14 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"840" 56 15 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"841" 57 1 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"842" 57 2 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"843" 57 3 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"844" 57 4 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"845" 57 5 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"846" 57 6 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"847" 57 7 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"848" 57 8 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"849" 57 9 "nrep" 15 1 0 0 0
"850" 57 10 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"851" 57 11 "nrep" 15 1 0 0 0
"852" 57 12 "nrep" 15 1 0 0 0
"853" 57 13 "nrep" 15 1 0 0 0
"854" 57 14 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"855" 57 15 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"856" 58 1 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353
"857" 58 2 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"858" 58 3 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"859" 58 4 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"860" 58 5 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"861" 58 6 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"862" 58 7 "nrep" 15 1 0 0 0
"863" 58 8 "nrep" 15 1 0 0 0
"864" 58 9 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"865" 58 10 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"866" 58 11 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"867" 58 12 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"868" 58 13 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"869" 58 14 "nrep" 15 1 0 0 0
"870" 58 15 "nrep" 15 1 0 0 0
"871" 59 1 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"872" 59 2 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"873" 59 3 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"874" 59 4 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"875" 59 5 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"876" 59 6 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"877" 59 7 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"878" 59 8 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"879" 59 9 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"880" 59 10 "nrep" 15 1 0 0 0
"881" 59 11 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"882" 59 12 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"883" 59 13 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"884" 59 14 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"885" 59 15 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"886" 60 1 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"887" 60 2 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"888" 60 3 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"889" 60 4 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"890" 60 5 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"891" 60 6 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"892" 60 7 "nrep" 15 1 0 0 0
"893" 60 8 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"894" 60 9 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"895" 60 10 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"896" 60 11 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"897" 60 12 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"898" 60 13 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"899" 60 14 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"900" 60 15 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"901" 61 1 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"902" 61 2 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"903" 61 3 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"904" 61 4 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"905" 61 5 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"906" 61 6 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"907" 61 7 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"908" 61 8 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"909" 61 9 "nrep" 15 1 0 0 0
"910" 61 10 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"911" 61 11 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"912" 61 12 "nrep" 15 1 0 0 0
"913" 61 13 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"914" 61 14 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"915" 61 15 "nrep" 15 1 0 0 0
"916" 62 1 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"917" 62 2 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"918" 62 3 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"919" 62 4 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"920" 62 5 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"921" 62 6 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"922" 62 7 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"923" 62 8 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"924" 62 9 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"925" 62 10 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"926" 62 11 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"927" 62 12 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"928" 62 13 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"929" 62 14 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"930" 62 15 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"931" 63 1 "nrep" 15 0.2 0.414039335605413 0.10690449676497 0.229287341540059
"932" 63 2 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353
"933" 63 3 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"934" 63 4 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"935" 63 5 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"936" 63 6 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"937" 63 7 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"938" 63 8 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"939" 63 9 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"940" 63 10 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"941" 63 11 "nrep" 15 1 0 0 0
"942" 63 12 "nrep" 15 1 0 0 0
"943" 63 13 "nrep" 15 1 0 0 0
"944" 63 14 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"945" 63 15 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"946" 64 1 "nrep" 15 0.266666666666667 0.457737708217063 0.118187368057056 0.253486693688815
"947" 64 2 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"948" 64 3 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"949" 64 4 "nrep" 15 1 0 0 0
"950" 64 5 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"951" 64 6 "nrep" 15 1 0 0 0
"952" 64 7 "nrep" 15 1 0 0 0
"953" 64 8 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"954" 64 9 "nrep" 15 1 0 0 0
"955" 64 10 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"956" 64 11 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"957" 64 12 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"958" 64 13 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"959" 64 14 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"960" 64 15 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"961" 65 1 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353
"962" 65 2 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"963" 65 3 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"964" 65 4 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"965" 65 5 "nrep" 15 1 0 0 0
"966" 65 6 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"967" 65 7 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"968" 65 8 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"969" 65 9 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"970" 65 10 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"971" 65 11 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"972" 65 12 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"973" 65 13 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"974" 65 14 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"975" 65 15 "nrep" 15 1 0 0 0
"976" 66 1 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"977" 66 2 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"978" 66 3 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"979" 66 4 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"980" 66 5 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"981" 66 6 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"982" 66 7 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"983" 66 8 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"984" 66 9 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"985" 66 10 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"986" 66 11 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"987" 66 12 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"988" 66 13 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"989" 66 14 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"990" 66 15 "nrep" 15 1 0 0 0
"991" 67 1 "nrep" 15 0.133333333333333 0.351865775274498 0.0908513525158996 0.194856771455429
"992" 67 2 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353
"993" 67 3 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353
"994" 67 4 "nrep" 15 0.266666666666667 0.457737708217063 0.118187368057056 0.253486693688815
"995" 67 5 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"996" 67 6 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"997" 67 7 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"998" 67 8 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"999" 67 9 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"1000" 67 10 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"1001" 67 11 "nrep" 15 0.133333333333333 0.351865775274498 0.0908513525158996 0.194856771455429
"1002" 67 12 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"1003" 67 13 "nrep" 15 0.2 0.414039335605413 0.10690449676497 0.229287341540059
"1004" 67 14 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"1005" 67 15 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"1006" 68 1 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"1007" 68 2 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"1008" 68 3 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"1009" 68 4 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353
"1010" 68 5 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353
"1011" 68 6 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"1012" 68 7 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"1013" 68 8 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"1014" 68 9 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"1015" 68 10 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"1016" 68 11 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"1017" 68 12 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"1018" 68 13 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"1019" 68 14 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"1020" 68 15 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"1021" 69 1 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353
"1022" 69 2 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"1023" 69 3 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"1024" 69 4 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"1025" 69 5 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"1026" 69 6 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"1027" 69 7 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"1028" 69 8 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"1029" 69 9 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353
"1030" 69 10 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"1031" 69 11 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"1032" 69 12 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"1033" 69 13 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199
"1034" 69 14 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"1035" 69 15 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"1036" 70 1 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"1037" 70 2 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"1038" 70 3 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199
"1039" 70 4 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"1040" 70 5 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904
"1041" 70 6 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"1042" 70 7 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"1043" 70 8 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"1044" 70 9 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"1045" 70 10 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
"1046" 70 11 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059
"1047" 70 12 "nrep" 15 0.266666666666667 0.457737708217063 0.118187368057056 0.253486693688815
"1048" 70 13 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"1049" 70 14 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"1050" 70 15 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353
"1051" 71 1 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815
"1052" 71 2 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"1053" 71 3 "nrep" 15 1 0 0 0
"1054" 71 4 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"1055" 71 5 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"1056" 71 6 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"1057" 71 7 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"1058" 71 8 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429
"1059" 71 9 "nrep" 15 1 0 0 0
"1060" 71 10 "nrep" 15 1 0 0 0
"1061" 71 11 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"1062" 71 12 "nrep" 15 1 0 0 0
"1063" 71 13 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"1064" 71 14 "nrep" 15 1 0 0 0
"1065" 71 15 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452
"1066" 72 1 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904
