"ID" "block" "cond" "N" "accuracy" "sd" "se" "ci" "sub_name"
"74" 5 14 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep13.txt"
"75" 5 15 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep13.txt"
"76" 6 1 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep14.txt"
"77" 6 2 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep14.txt"
"78" 6 3 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep14.txt"
"79" 6 4 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep14.txt"
"80" 6 5 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep14.txt"
"81" 6 6 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep14.txt"
"82" 6 7 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep14.txt"
"83" 6 8 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep14.txt"
"84" 6 9 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep14.txt"
"85" 6 10 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep14.txt"
"86" 6 11 "nrep" 15 1 0 0 0 "polynrep14.txt"
"87" 6 12 "nrep" 15 1 0 0 0 "polynrep14.txt"
"88" 6 13 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep14.txt"
"89" 6 14 "nrep" 15 1 0 0 0 "polynrep14.txt"
"90" 6 15 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep14.txt"
"91" 7 1 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep15.txt"
"92" 7 2 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep15.txt"
"93" 7 3 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep15.txt"
"94" 7 4 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep15.txt"
"95" 7 5 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep15.txt"
"96" 7 6 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep15.txt"
"97" 7 7 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep15.txt"
"98" 7 8 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep15.txt"
"99" 7 9 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep15.txt"
"100" 7 10 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep15.txt"
"101" 7 11 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep15.txt"
"102" 7 12 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep15.txt"
"103" 7 13 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep15.txt"
"104" 7 14 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep15.txt"
"105" 7 15 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep15.txt"
"121" 9 1 "nrep" 15 0.133333333333333 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep17.txt"
"122" 9 2 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep17.txt"
"123" 9 3 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep17.txt"
"124" 9 4 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep17.txt"
"125" 9 5 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep17.txt"
"126" 9 6 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep17.txt"
"127" 9 7 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep17.txt"
"128" 9 8 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep17.txt"
"129" 9 9 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep17.txt"
"130" 9 10 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep17.txt"
"131" 9 11 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep17.txt"
"132" 9 12 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep17.txt"
"133" 9 13 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep17.txt"
"134" 9 14 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep17.txt"
"135" 9 15 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep17.txt"
"136" 10 1 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep18.txt"
"137" 10 2 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep18.txt"
"138" 10 3 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep18.txt"
"139" 10 4 "nrep" 15 1 0 0 0 "polynrep18.txt"
"140" 10 5 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep18.txt"
"141" 10 6 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep18.txt"
"142" 10 7 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep18.txt"
"143" 10 8 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep18.txt"
"144" 10 9 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep18.txt"
"145" 10 10 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep18.txt"
"146" 10 11 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep18.txt"
"147" 10 12 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep18.txt"
"148" 10 13 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep18.txt"
"149" 10 14 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep18.txt"
"150" 10 15 "nrep" 15 1 0 0 0 "polynrep18.txt"
"151" 11 1 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep2.txt"
"152" 11 2 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep2.txt"
"153" 11 3 "nrep" 15 1 0 0 0 "polynrep2.txt"
"154" 11 4 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep2.txt"
"155" 11 5 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep2.txt"
"156" 11 6 "nrep" 15 1 0 0 0 "polynrep2.txt"
"157" 11 7 "nrep" 15 1 0 0 0 "polynrep2.txt"
"158" 11 8 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep2.txt"
"159" 11 9 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep2.txt"
"160" 11 10 "nrep" 15 1 0 0 0 "polynrep2.txt"
"161" 11 11 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep2.txt"
"162" 11 12 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep2.txt"
"163" 11 13 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep2.txt"
"164" 11 14 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep2.txt"
"165" 11 15 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep2.txt"
"166" 12 1 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep20.txt"
"167" 12 2 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep20.txt"
"168" 12 3 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep20.txt"
"169" 12 4 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep20.txt"
"170" 12 5 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep20.txt"
"171" 12 6 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep20.txt"
"172" 12 7 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep20.txt"
"173" 12 8 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep20.txt"
"174" 12 9 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep20.txt"
"175" 12 10 "nrep" 15 1 0 0 0 "polynrep20.txt"
"176" 12 11 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep20.txt"
"177" 12 12 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep20.txt"
"178" 12 13 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep20.txt"
"179" 12 14 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep20.txt"
"180" 12 15 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep20.txt"
"181" 13 1 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep21.txt"
"182" 13 2 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep21.txt"
"183" 13 3 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep21.txt"
"184" 13 4 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep21.txt"
"185" 13 5 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep21.txt"
"186" 13 6 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep21.txt"
"187" 13 7 "nrep" 15 1 0 0 0 "polynrep21.txt"
"188" 13 8 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep21.txt"
"189" 13 9 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep21.txt"
"190" 13 10 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep21.txt"
"191" 13 11 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep21.txt"
"192" 13 12 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep21.txt"
"193" 13 13 "nrep" 15 1 0 0 0 "polynrep21.txt"
"194" 13 14 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep21.txt"
"195" 13 15 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep21.txt"
"196" 14 1 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep22.txt"
"197" 14 2 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep22.txt"
"198" 14 3 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep22.txt"
"199" 14 4 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep22.txt"
"200" 14 5 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep22.txt"
"201" 14 6 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep22.txt"
"202" 14 7 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep22.txt"
"203" 14 8 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep22.txt"
"204" 14 9 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep22.txt"
"205" 14 10 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep22.txt"
"206" 14 11 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep22.txt"
"207" 14 12 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep22.txt"
"208" 14 13 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep22.txt"
"209" 14 14 "nrep" 15 1 0 0 0 "polynrep22.txt"
"210" 14 15 "nrep" 15 1 0 0 0 "polynrep22.txt"
"211" 15 1 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep23.txt"
"212" 15 2 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep23.txt"
"213" 15 3 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep23.txt"
"214" 15 4 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep23.txt"
"215" 15 5 "nrep" 15 0.333333333333333 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep23.txt"
"216" 15 6 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep23.txt"
"217" 15 7 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep23.txt"
"218" 15 8 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep23.txt"
"219" 15 9 "nrep" 15 0.266666666666667 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep23.txt"
"220" 15 10 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep23.txt"
"221" 15 11 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep23.txt"
"222" 15 12 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep23.txt"
"223" 15 13 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep23.txt"
"224" 15 14 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep23.txt"
"225" 15 15 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep23.txt"
"226" 16 1 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep24.txt"
"227" 16 2 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep24.txt"
"228" 16 3 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep24.txt"
"229" 16 4 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep24.txt"
"230" 16 5 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep24.txt"
"231" 16 6 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep24.txt"
"232" 16 7 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep24.txt"
"233" 16 8 "nrep" 15 0.466666666666667 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep24.txt"
"234" 16 9 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep24.txt"
"235" 16 10 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep24.txt"
"236" 16 11 "nrep" 15 0.533333333333333 0.516397779494322 0.133333333333333 0.28597155838904 "polynrep24.txt"
"237" 16 12 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep24.txt"
"238" 16 13 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep24.txt"
"239" 16 14 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep24.txt"
"240" 16 15 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep24.txt"
"241" 17 1 "nrep" 15 0.4 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep25.txt"
"242" 17 2 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep25.txt"
"243" 17 3 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep25.txt"
"244" 17 4 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep25.txt"
"245" 17 5 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep25.txt"
"246" 17 6 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep25.txt"
"247" 17 7 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep25.txt"
"248" 17 8 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep25.txt"
"249" 17 9 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep25.txt"
"250" 17 10 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep25.txt"
"251" 17 11 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep25.txt"
"252" 17 12 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep25.txt"
"253" 17 13 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep25.txt"
"254" 17 14 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep25.txt"
"255" 17 15 "nrep" 15 0.933333333333333 0.258198889747161 0.0666666666666667 0.14298577919452 "polynrep25.txt"
"256" 18 1 "nrep" 15 0.6 0.50709255283711 0.130930734141595 0.280818495626199 "polynrep26.txt"
"257" 18 2 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep26.txt"
"258" 18 3 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep26.txt"
"259" 18 4 "nrep" 15 0.8 0.414039335605413 0.10690449676497 0.229287341540059 "polynrep26.txt"
"260" 18 5 "nrep" 15 0.733333333333333 0.457737708217063 0.118187368057056 0.253486693688815 "polynrep26.txt"
"261" 18 6 "nrep" 15 0.866666666666667 0.351865775274498 0.0908513525158996 0.194856771455429 "polynrep26.txt"
"262" 18 7 "nrep" 15 0.666666666666667 0.487950036474267 0.125988157669742 0.270217723405353 "polynrep26.txt"
